row_number,ground_truth_path,prompt,difficulty_level,resources,resource_count,loc,parameter_count,user_intent,user_intent_file_path,user_intent_id,needed_resources
96,Data\groud_truth\template\network-stack.yaml,"We need a CloudFormation template that creates a production-ready VPC network infrastructure with one public and two private subnets, security groups, an internal Application Load Balancer (ALB), and an ECR repository for a containerized application. The template should:

Define a VPC with public subnets (internet-facing via an Internet Gateway) and private subnets (outbound access via a NAT Gateway) across three Availability Zones for high availability.

Configure security groups allowing HTTP/HTTPS, SSH, PostgreSQL, and internal VPC traffic, with broad ingress rules for simplicity during initial setup.

Deploy an internal ALB across private subnets with a default listener (port 80) returning error responses, ready for backend service integration.

Provision a private ECR repository with automated image scanning and store critical resource IDs (VPC, subnets, security groups, ALB listener) in SSM Parameter Store for cross-service referencing.",5,"AWS::EC2::VPC, AWS::EC2::SecurityGroup, AWS::EC2::SecurityGroupIngress, AWS::EC2::SecurityGroupIngress, AWS::EC2::SecurityGroupIngress, AWS::EC2::SecurityGroupIngress, AWS::EC2::SecurityGroupIngress, AWS::EC2::Subnet, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::RouteTable, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::Route, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::EIP, AWS::EC2::NatGateway, AWS::EC2::RouteTable, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::Route, AWS::ElasticLoadBalancingV2::LoadBalancer, AWS::ElasticLoadBalancingV2::Listener, AWS::ECR::Repository, AWS::SSM::Parameter, AWS::SSM::Parameter, AWS::SSM::Parameter, AWS::SSM::Parameter, AWS::SSM::Parameter, AWS::SSM::Parameter",30,288,12,,,,
97,Data\groud_truth\template\organization_data_pipeline.yaml,"We need a CloudFormation template that creates a serverless pipeline to collect, store, and analyze AWS Organization data for centralized governance and reporting. The template should:

Provision an S3 bucket with encryption and strict access controls to store organizational data (accounts, OUs, tags) retrieved from the management account.

Deploy a Lambda function that assumes a cross-account IAM role to fetch AWS Organizations metadata (accounts, hierarchies, tags) on a weekly schedule via CloudWatch Events, writing results to S3 in JSON format.

Configure a Glue crawler to automatically catalog the S3 data into an Athena database (managementcur), enabling SQL-based querying for compliance or auditing.

Use parameterized inputs to customize the target S3 bucket, tags to include in reports, management account ID, and Athena database name.

Ensure secure permissions via IAM roles for Lambda (cross-account STS assume, Organizations read access) and Glue (S3 write access), while exporting resource ARNs for integration with analytics tools.

This template automates organization-wide visibility, centralizes data for audit readiness, and reduces manual data aggregation efforts through serverless orchestration.",5,"AWS::S3::Bucket, AWS::Events::Rule, AWS::IAM::Role, AWS::IAM::Role, AWS::Lambda::Function, AWS::Glue::Crawler, AWS::Lambda::Permission",7,291,4,,,,
98,Data\groud_truth\template\web.yaml,We need a CloudFormation template that creates an AWS Amplify web application with a production branch to host and deploy a TodoApp.,2,"AWS::Amplify::App, AWS::Amplify::Branch",2,18,0,,,,
99,Data\groud_truth\template\pattern3-base.yaml,"We need a CloudFormation template that creates a secure, multi-AZ VPC architecture with public/private subnets and NAT Gateway connectivity following AWS Well-Architected security best practices. The template should:

Deploy a VPC with public subnets and private subnets across two Availability Zones (us-east-1a and us-east-1b), ensuring high availability.

Configure dedicated route tables for public/private subnets, enforcing controlled traffic flow (public subnets use IGW directly, private subnets route through NAT Gateway).

Tag all resources with identifiers for cost tracking and governance alignment.",5,"AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::NatGateway, AWS::EC2::EIP, AWS::EC2::RouteTable, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::RouteTable, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation",21,234,0,,,,
100,Data\groud_truth\template\baseline-iam.yaml,"We need a CloudFormation template that creates a standardized IAM baseline with secure, role-based access controls and cross-account trust configurations for AWS account governance. The template should:

Define IAM groups and roles (e.g., PrivilegedAdmin, RestrictedAdmin, IdentityAdmin) with granular permissions, enforcing MFA requirements for elevated actions and role assumption to enhance security.

Establish cross-account trust relationships for centralized management, allowing trusted accounts (e.g., Identity Management Account, Tooling Management Account) to assume roles while restricting sensitive operations (e.g., billing, CloudHSM) via explicit deny policies.

Provision CloudFormation and StackSet execution roles with controlled permissions for infrastructure-as-code workflows, including template validation and stack management.",5,"AWS::IAM::ManagedPolicy, AWS::IAM::Group, AWS::IAM::Role, AWS::IAM::Group, AWS::IAM::ManagedPolicy, AWS::IAM::Role, AWS::IAM::Group, AWS::IAM::ManagedPolicy, AWS::IAM::Group, AWS::IAM::Role, AWS::IAM::ManagedPolicy, AWS::IAM::ManagedPolicy, AWS::IAM::ManagedPolicy, AWS::IAM::Role, AWS::IAM::Group, AWS::IAM::ManagedPolicy, AWS::IAM::Role, AWS::IAM::Role, AWS::IAM::Role",19,534,6,,,,
101,Data\groud_truth\template\vpc-flow-logs-custom.yaml,"We need a CloudFormation template that creates a VPC with flow logging configured to monitor network traffic patterns. The template should automatically provision an S3 bucket for storing flow logs. The logs must capture specified traffic types and include comprehensive metadata fields. Security requirements include blocking public access to the S3 bucket, enforcing SSL for data transfers, and granting minimal permissions for AWS log delivery services. The solution should support optional log file prefixes for organizational structuring and output the final bucket name for integration with downstream systems. ",3,"AWS::EC2::VPC, AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::EC2::FlowLog, AWS::EC2::FlowLog",5,125,3,3,"Data\user_intent\row_101A.yaml, user_intent\row_101B.yaml",,"AWS::EC2::VPC, AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::EC2::FlowLog, AWS::EC2::FlowLog"
102,Data\groud_truth\template\risk_management.yaml,"We need a CloudFormation template that creates a risk management system for AWS workloads, which integrates logging, data storage, and notifications to track and respond to operational risks. The template should provision two AWS Lambda functions that interact with a DynamoDB table to store workload and risk-related data using composite keys (workload_id and question_id). It must define an IAM role granting the Lambda functions permissions to perform DynamoDB operations. Additionally, an SNS Topic is required to enable notifications, with a policy allowing SSM OpsCenter to publish alerts to this topic.",3,"AWS::Logs::LogGroup, AWS::Logs::LogGroup, AWS::IAM::Role, AWS::DynamoDB::Table, AWS::SNS::Topic, AWS::SNS::TopicPolicy",6,105,0,,,,
103,Data\groud_truth\template\security-lab-stack.yaml,"We need a CloudFormation template that creates a secure, monitored web application environment in AWS, which includes a PHP/Apache web server, centralized logging, and compliant network infrastructure. The template should provision a VPC with a public subnet, internet gateway, and security group allowing HTTP access to host an EC2 instance running the latest Amazon Linux AMI. The instance must automatically install Apache and PHP, generate a dynamic webpage and enforce IAM roles for CloudWatch monitoring and Systems Manager (SSM) access. An S3 bucket with server-side encryption and restricted public access is required to store CloudWatch logs, configured via bucket policies to allow log ingestion. ",5,"AWS::EC2::Instance, AWS::EC2::SecurityGroup, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation",13,272,3,5,"Data\user_intent\row_103A.yaml, user_intent\row_103B.yaml","UIV_CUSTOM_ROW_103A, UIV_CUSTOM_ROW_103B","AWS::EC2::Instance, AWS::EC2::SecurityGroup, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation"
104,Data\groud_truth\template\sample_environment_template.yaml,"We need a CloudFormation template that creates a lab environment for testing EC2 instance scheduling automation, which includes a VPC, managed instances, and an admin instance preconfigured with scheduling tools. The template should provision a VPC with a public subnet, internet gateway, and route tables to enable internet access for EC2 instances. It must deploy five lightweight (t3.nano) EC2 instances tagged for a development environment (`environment: dev`) and a dedicated admin instance that installs the AWS Instance Scheduler CLI via a user data script. The admin instance requires an IAM role with permissions to invoke Lambda functions and interact with CloudFormation, while all instances use SSM for management. Security configurations include a permissive security group (allowing unrestricted outbound traffic) and network isolation through VPC routing. ",5,"AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::IAM::Policy, AWS::EC2::SecurityGroup, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance",17,214,1,5,Data\user_intent\row_104A.yaml,UIV_CUSTOM_ROW_104A,"AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::IAM::Policy, AWS::EC2::SecurityGroup, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance, AWS::EC2::Instance"
105,Data\groud_truth\template\automation_role.yaml,"We need a CloudFormation template that creates an IAM role for cross-service automation workflows, which centralizes permissions for Systems Manager (SSM), EC2, and monitoring tools. ",1,AWS::IAM::Role,1,37,0,,,,
106,Data\groud_truth\template\bucket_and_notification.yaml,"We need a CloudFormation template that creates an S3 bucket with event-driven notifications to an SNS topic, which automates alerts or workflows when new objects are uploaded. The template should provision an S3 bucket and an SNS topic, then configure the bucket to send notifications to the topic for all s3:ObjectCreated:* events. The SNS topic must include a policy allowing the S3 service to publish messages, restricted to the specific bucket and AWS account to prevent unauthorized access. ",2,"AWS::S3::Bucket, AWS::SNS::Topic, AWS::SNS::TopicPolicy",3,38,1,2,Data\user_intent\row_106A.yaml,UIV_CUSTOM_ROW_106A,"AWS::S3::Bucket, AWS::SNS::Topic, AWS::SNS::TopicPolicy"
107,Data\groud_truth\template\APIGateway_SQS_ReceiveMessages.yaml,"We need a CloudFormation template that creates a REST API Gateway integrated with an SQS queue to enable HTTP-based retrieval of messages, which simplifies polling for messages via a web endpoint. The template should provision an API Gateway with a GET method that maps to the SQS ReceiveMessage action, using AWS service integration to forward query parameters to SQS. It must configure an SQS queue with a policy allowing API Gateway to invoke ReceiveMessage, along with an IAM role granting the API Gateway permission to interact with the queue. ",3,"AWS::ApiGateway::RestApi, AWS::ApiGateway::Method, AWS::ApiGateway::Deployment, AWS::ApiGateway::Stage, AWS::SQS::Queue, AWS::SQS::QueuePolicy, AWS::IAM::Role",7,113,0,,,,
108,Data\groud_truth\template\cognito_sample.yaml,"We need a CloudFormation template that creates a secure AWS Cognito user management system for applications while enforcing admin-managed user provisioning. The template should provision a Cognito User Pool with email verification, a customizable password policy and a preconfigured domain for hosted login pages. It must support OAuth flows and authentication methods like password-based and refresh token auth.",2,"AWS::Cognito::UserPool, AWS::Cognito::UserPoolDomain, AWS::Cognito::UserPoolClient",3,77,0,2,"Data\user_intent\row_108A.yaml, user_intent\row_108B.yaml","UIV_CUSTOM_ROW_108A, UIV_CUSTOM_ROW_108B","AWS::Cognito::UserPool, AWS::Cognito::UserPoolDomain, AWS::Cognito::UserPoolClient"
109,Data\groud_truth\template\mongoDB.yaml,"We need a CloudFormation template that creates an event-driven integration between AWS EventBridge and a MongoDB API endpoint, which routes application events to MongoDB for processing or logging. The template should provision an EventBridge event bus to capture custom events and configure an API destination using a MongoDB URL secured via API key authentication. It must define a connection with API key parameters (name and value) and an IAM role allowing EventBridge to invoke the MongoDB API endpoint. A dead-letter SQS queue is required to handle failed event deliveries, ensuring fault tolerance. For the MongoDBURL, you may use 'www.testanu.com'. For the ApiKeyName and ApiKeyValue you may use 'test_name' and 'test_value'.",3,"AWS::Events::EventBus, AWS::Events::Connection, AWS::Events::ApiDestination, AWS::IAM::Role, AWS::SQS::Queue, AWS::Events::Rule",6,107,3,3,"Data\user_intent\row_109A.yaml, user_intent\row_109B.yaml, user_intent\row_109C.yaml","UIV_CUSTOM_ROW_109A, UIV_CUSTOM_ROW_109B, UIV_CUSTOM_ROW_109C","AWS::Events::EventBus, AWS::Events::Connection, AWS::Events::ApiDestination, AWS::IAM::Role, AWS::SQS::Queue, AWS::Events::Rule"
110,Data\groud_truth\template\crossAccResources.yaml,"We need a CloudFormation template that creates a cross-account private API Gateway integrated with a Lambda function, which enforces secure access via a VPC endpoint and custom domain. The template should provision a private API Gateway (configured to allow access only from a specified VPC endpoint ID) with a Lambda backend that returns a simple response. It must include IAM roles for Lambda execution (with basic CloudWatch logging permissions) and API Gateway-to-Lambda invocation policies. The API Gateway is deployed with a custom domain name and a stage, ensuring controlled access through VPC endpoint restrictions. ",4,"AWS::ApiGateway::RestApi, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Stage, AWS::ApiGateway::Deployment, AWS::Lambda::Permission, AWS::Lambda::Function, AWS::IAM::Role",8,158,4,4,"Data\user_intent\row_110A.yaml, user_intent\row_110B.yaml, user_intent\row_110C.yaml, user_intent\row_110D.yaml","UIV_CUSTOM_ROW_110A, UIV_CUSTOM_ROW_110B, UIV_CUSTOM_ROW_110C, UIV_CUSTOM_ROW_110D","AWS::ApiGateway::RestApi, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Stage, AWS::ApiGateway::Deployment, AWS::Lambda::Permission, AWS::Lambda::Function, AWS::IAM::Role"
111,Data\groud_truth\template\DataDogApiDestination.yaml,"We need a CloudFormation template that creates an EventBridge integration with DataDog for centralized log forwarding, which automates the delivery of application logs to DataDogÂ¡Â¯s API. The template should provision an EventBridge event bus to capture events from a specified source (MyDataDogApp) and configure an API destination targeting DataDogÂ¡Â¯s log ingestion endpoint (https://http-intake.logs.datadoghq.com). It must define a secure connection using a DataDog API key (testanu) for authentication and an IAM role granting EventBridge permissions to invoke the API destination. A dead-letter SQS queue is included to handle failed log deliveries, ensuring fault tolerance. ",3,"AWS::Events::EventBus, AWS::Events::Connection, AWS::Events::ApiDestination, AWS::IAM::Role, AWS::SQS::Queue, AWS::Events::Rule",6,88,1,,,,
112,Data\groud_truth\template\sns-sqs.yaml,"We need a CloudFormation template that creates an S3 bucket with an SQS queue for event-driven object upload notifications. The template should provision an S3 bucket and an SQS queue, then configure the bucket to send notifications to the queue for all s3:ObjectCreated:* events. ",2,"AWS::S3::Bucket, AWS::SQS::QueuePolicy, AWS::SQS::Queue",3,39,1,,,,
113,Data\groud_truth\template\sns_with_events.yaml,"We need a CloudFormation template that creates an EventBridge rule with an SNS topic. The template should provision an SNS topic and an EventBridge rule that matches events from a predefined source (demo.cli). It must configure the EventBridge rule to forward matched events to the SNS topic, along with a topic policy granting EventBridge permissions to publish messages. ",2,"AWS::SNS::Topic, AWS::Events::Rule, AWS::SNS::TopicPolicy",3,39,0,,,,
114,Data\groud_truth\template\b2bi.yaml,"We need a CloudFormation template that creates an AWS B2B Data Interchange (B2BI) pipeline for transforming EDI X12_214 documents into JSON, which automates electronic data interchange workflows for business partners. The template should provision a B2BI profile with business contact details (name, email, phone) and a transformer resource defining the mapping logic to convert EDI transactions into structured JSON. It must configure an input S3 bucket to receive raw EDI files and an output S3 bucket to store transformed JSON data. ",3,"AWS::B2BI::Profile, AWS::B2BI::Transformer, AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::S3::Bucket, AWS::S3::BucketPolicy",6,119,3,,,,
115,Data\groud_truth\template\sns-secretsmanager.yaml,"We need a CloudFormation template that creates an automated monitoring and alerting system for AWS Secrets Manager activities, which sends email notifications for critical secret lifecycle events. The template should provision an EventBridge rule to detect Secrets Manager API calls and route these events to an SNS topic. ",2,"AWS::Events::Rule, AWS::SNS::Topic, AWS::SNS::TopicPolicy",3,77,1,2,Data\user_intent\row_115A.yaml,UIV_CUSTOM_ROW_115A,"AWS::Events::Rule, AWS::SNS::Topic"
116,Data\groud_truth\template\sns_with_sqs.yaml,"We need a CloudFormation template that creates an SNS-to-SQS fanout system with filtered message routing, which enables scalable and selective message processing for different metric types (e.g., temperature, humidity). The template should provision a central SNS topic and three SQS queues: one for **all metrics**, and two filtered queues (`TemperatureSqsQueue`, `HumiditySqsQueue`) that receive only messages tagged with specific attributes (`MetricType: Temperature` or `Humidity`). Each queue includes a dead-letter queue to handle message processing failures. ",4,"AWS::SNS::Topic, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::QueuePolicy, AWS::SNS::Subscription, AWS::SNS::Subscription, AWS::SNS::Subscription",11,134,0,4,Data\user_intent\row_116A.yaml,UIV_CUSTOM_ROW_116A,"AWS::SNS::Topic, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::Queue, AWS::SQS::QueuePolicy, AWS::SNS::Subscription, AWS::SNS::Subscription, AWS::SNS::Subscription"
117,Data\groud_truth\template\DynamoDB_to_EventBridge.yaml,"We need a CloudFormation template that creates an event-driven integration between DynamoDB streams and EventBridge, which routes real-time database changes (inserts and updates) to a centralized event bus for downstream processing. The template should provision a DynamoDB table with streaming enabled to capture item modifications, an EventBridge event bus, and two EventBridge Pipes to filter and forward specific events (e.g., `INSERT` for new orders, `MODIFY` for updates) to the bus. ",3,"AWS::DynamoDB::Table, AWS::Events::EventBus, AWS::SQS::Queue, AWS::IAM::Role, AWS::Pipes::Pipe, AWS::Pipes::Pipe",6,114,0,,,,
118,Data\groud_truth\template\EventBridge_Pipes_with_API_destinations.yaml,"We need a CloudFormation template that creates an EventBridge Pipes workflow to enrich SQS messages with external API data and log results, which automates data augmentation and monitoring for event-driven systems. The template should provision an SQS queue as the event source, an API destination (https://api.zippopotam.us/us/*), and a CloudWatch Log Group as the target. It must define an IAM role granting EventBridge Pipes permissions to read messages from SQS, invoke the API destination, and write enriched logs to CloudWatch. The EventBridge Pipe enriches messages by dynamically appending API data (e.g., fetching location details using a zip code from the message body) before forwarding results to logs. ",3,"AWS::SQS::Queue, AWS::SQS::Queue, AWS::Logs::LogGroup, AWS::IAM::Role, AWS::Pipes::Pipe, AWS::Events::Connection, AWS::Events::ApiDestination",7,106,1,,,,
119,Data\groud_truth\template\event-kinesis.yaml,"We need a CloudFormation template that creates an EventBridge-to-Kinesis integration for real-time event streaming, which routes application-generated events to a Kinesis data stream for scalable processing or analytics. The template should provision an EventBridge event bus to capture events from a defined source (`my-application`), a Kinesis stream to ingest and buffer these events, and an IAM role granting EventBridge permissions to publish records to Kinesis. ",3,"AWS::Events::EventBus, AWS::Kinesis::Stream, AWS::Events::Rule, AWS::IAM::Role",4,49,0,,,,
120,Data\groud_truth\template\sqs-pipes-batch-service.yaml,"We need a CloudFormation template that creates an event-driven AWS Batch job processing pipeline integrated with SQS and EventBridge Pipes, which automates the execution of containerized tasks in response to specific messages (e.g., ""OrderCreated""). The template should provision an SQS queue as the event source, an AWS Batch environment with a job queue and job definition, and an EventBridge Pipe to filter messages and trigger Batch jobs. Security configurations include IAM roles for Batch, Pipes, and ECS execution, along with VPC private subnets and security groups to isolate compute resources. ",5,"AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::SQS::Queue, AWS::Batch::ComputeEnvironment, AWS::IAM::Role, AWS::IAM::Role, AWS::Batch::JobQueue, AWS::EC2::SecurityGroup, AWS::EC2::SecurityGroupIngress, AWS::Batch::JobDefinition, AWS::IAM::Role, AWS::Logs::LogGroup, AWS::Pipes::Pipe",14,210,1,5,"Data\user_intent\row_120A.yaml, user_intent\row_120B.yaml, user_intent\row_120C.yaml","UIV_CUSTOM_ROW_120A, UIV_CUSTOM_ROW_120B, UIV_CUSTOM_ROW_120C","AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::SQS::Queue, AWS::Batch::ComputeEnvironment, AWS::IAM::Role, AWS::IAM::Role, AWS::Batch::JobQueue, AWS::EC2::SecurityGroup, AWS::Batch::JobDefinition, AWS::IAM::Role, AWS::Pipes::Pipe"
121,Data\groud_truth\template\eventbridge-schedule-to-ssm.yaml,"We need a CloudFormation template that creates a scheduled automation workflow using EventBridge Scheduler and AWS Systems Manager (SSM), which executes cross-platform scripts on tagged EC2 instances at regular intervals. The template should provision Linux and Windows EC2 instances (with SSM agent roles), an SSM document defining OS-specific commands (e.g., echoing ""Hello World!""), and an SSM State Manager Association to target instances tagged with `HelloWorld: true`. It must configure an EventBridge Schedule to trigger the SSM Association every 15 minutes, using an IAM role with permissions to invoke SSM actions. Security requirements include IAM roles for EC2 instances (with SSM/S3 access) and EventBridge, along with an S3 bucket to store execution logs. Outputs provide instance IDs, log bucket name, and schedule ARN for monitoring. ",4,"AWS::S3::Bucket, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::EC2::Instance, AWS::EC2::Instance, AWS::SSM::Document, AWS::SSM::Association, AWS::IAM::Role, AWS::Scheduler::Schedule",9,183,2,,,,
122,Data\groud_truth\template\ShopifyAPIDestination.yaml,"We need a CloudFormation template that creates an EventBridge integration with ShopifyÂ¡Â¯s product creation API, which automates product updates in Shopify based on application events. The template should provision an EventBridge event bus to capture events from a specified source (`MyShopifyApp`), configure an API destination targeting ShopifyÂ¡Â¯s product creation endpoint, and authenticate requests using a Shopify admin API key (provided as a parameter). The name for the myshopify shop is testanu.",3,"AWS::Events::EventBus, AWS::Events::Connection, AWS::Events::ApiDestination, AWS::IAM::Role, AWS::SQS::Queue, AWS::Events::Rule",6,87,2,,,,
123,Data\groud_truth\template\stripe.yaml,"We need a CloudFormation template that creates an EventBridge integration with Stripe's product API, which automates product creation in Stripe based on application events. The template should provision an EventBridge event bus to capture events from a specified source (`PartnerApp` with `PartnerAppDetailType`), configure an API destination targeting Stripe's endpoint (https://api.stripe.com/v1/products), and authenticate requests using an API key (provided via parameters) in the `Authorization` header. ",3,"AWS::Events::EventBus, AWS::Events::Connection, AWS::Events::ApiDestination, AWS::IAM::Role, AWS::SQS::Queue, AWS::Events::Rule, AWS::SQS::QueuePolicy",7,144,4,,,,
124,Data\groud_truth\template\api_with_dynamoDB.yaml,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon DynamoDB for managing music data, which enables CRUD operations (Create/Read) through HTTP endpoints. The template should provision a DynamoDB table (`Music`) with a global secondary index (`Artist-Index`) for querying by artist, and an API Gateway with two methods: a **POST** endpoint to add music entries (artist, album) and a **GET** endpoint to retrieve entries by artist. Security requirements include API key authentication, IAM roles for API Gateway to access DynamoDB, and a usage plan with rate limiting/throttling to control traffic.",4,"AWS::DynamoDB::Table, AWS::IAM::Role, AWS::ApiGateway::RestApi, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Deployment, AWS::ApiGateway::ApiKey, AWS::ApiGateway::UsagePlan, AWS::ApiGateway::UsagePlanKey",11,194,2,4,"Data\user_intent\row_124A.yaml, user_intent\row_124B.yaml","UIV_CUSTOM_ROW_124A, UIV_CUSTOM_ROW_124B","AWS::DynamoDB::Table, AWS::IAM::Role, AWS::ApiGateway::RestApi, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Deployment, AWS::ApiGateway::ApiKey, AWS::ApiGateway::UsagePlan, AWS::ApiGateway::UsagePlanKey"
125,Data\groud_truth\template\apigateway_ses.yaml,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon Simple Email Service (SES), which enables sending templated emails via HTTP endpoints while enforcing validation and rate limits. The template should provision an API Gateway with a POST method that transforms JSON payloads (containing `to`, `from`, `subject`, `text/html` content, etc.) into SES-compatible form data. It must configure an IAM role granting API Gateway permissions to invoke SESÂ¡Â¯s `SendEmail` action and include request validation to ensure payloads adhere to a defined JSON schema. Security requirements include API key authentication, a usage plan with throttling (500 requests/second) and monthly quotas (10,000 requests), and encrypted API key handling. ",4,"AWS::IAM::Role, AWS::ApiGateway::RestApi, AWS::ApiGateway::Method, AWS::ApiGateway::ApiKey, AWS::ApiGateway::UsagePlan, AWS::ApiGateway::UsagePlanKey, AWS::ApiGateway::RequestValidator, AWS::ApiGateway::Model, AWS::ApiGateway::Deployment",9,179,2,4,"Data\user_intent\row_125A.yaml, user_intent\row_125B.yaml, user_intent\row_125C.yaml, user_intent\row_125D.yaml","UIV_CUSTOM_ROW_125A, UIV_CUSTOM_ROW_125B, UIV_CUSTOM_ROW_125C, UIV_CUSTOM_ROW_125D","AWS::IAM::Role, AWS::ApiGateway::RestApi, AWS::ApiGateway::Method, AWS::ApiGateway::ApiKey, AWS::ApiGateway::UsagePlan, AWS::ApiGateway::UsagePlanKey, AWS::ApiGateway::RequestValidator, AWS::ApiGateway::Model, AWS::ApiGateway::Deployment"
126,Data\groud_truth\template\apigateway_kinesis.yaml,"We need a CloudFormation template that creates a REST API Gateway integrated with Amazon Kinesis Data Streams, which enables HTTP-based interaction for ingesting and retrieving streaming data without direct AWS SDK dependencies. The template should provision a Kinesis stream and an API Gateway with endpoints to PUT records (single or batch), GET records via shard iterators, and manage stream metadata. Security configurations include an IAM role granting API Gateway permissions to perform Kinesis actions (`PutRecord`, `GetRecords`, etc.). The API transforms incoming HTTP requests into Kinesis-compatible formats (e.g., base64 encoding data, handling partition keys) and routes them to the specified stream.",5,"AWS::Kinesis::Stream, AWS::IAM::Role, AWS::ApiGateway::RestApi, AWS::ApiGateway::Resource, AWS::ApiGateway::Resource, AWS::ApiGateway::Resource, AWS::ApiGateway::Resource, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Method, AWS::ApiGateway::Method, AWS::ApiGateway::Method, AWS::ApiGateway::Deployment",13,200,0,5,"Data\user_intent\row_126A.yaml, user_intent\row_126B.yaml","UIV_CUSTOM_ROW_126A, UIV_CUSTOM_ROW_126B","AWS::Kinesis::Stream, AWS::IAM::Role, AWS::ApiGateway::RestApi, AWS::ApiGateway::Resource, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Method, AWS::ApiGateway::Deployment"
127,Data\groud_truth\template\efs_easy.yaml,"We need a CloudFormation template that creates an Amazon EFS file system with basic configurations for a testing environment, which establishes a shared storage solution in us-east-1a. ",1,AWS::EFS::FileSystem,1,15,0,1,Data\user_intent\row_127A.yaml,UIV_CUSTOM_ROW_127A,AWS::EFS::FileSystem
128,Data\groud_truth\template\securityhub-controls.yaml,"We need a CloudFormation template that creates an automated solution for managing AWS Security Hub controls, which selectively disables specific compliance checks (CIS Benchmarks and AWS Foundational Security Best Practices) to tailor security monitoring to organizational requirements. The template deploys a Lambda function that programmatically updates Security Hub controls via the AWS SDK, enabling or disabling them based on user-provided parameters (e.g., `DisableCIS140Controls`). Security configurations include IAM roles with optional permissions boundaries and CloudWatch Logs retention policies. ",5,"AWS::IAM::Role, AWS::IAM::Policy, AWS::Lambda::Function, AWS::Logs::LogGroup, Custom::CIS120, Custom::CIS140, Custom::FSBP100",7,204,5,,,,
