check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code,avd_url,title,impact,remediation_cfn,remediation_tf,cfn_good_example,tf_good_example,links,remediation_console,raw_text
AVD-AWS-ROUTE53-ROUTE-53-IN-USE,Route 53 In Use,,,Ensure that AWS Route 53 Domain Name System (DNS) service is used within your AWS account.,route53,cloudformation,,,https://avd.aquasec.com/misconfig/aws/route53/route-53-in-use/,Route 53 In Use | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/Welcome.html,"Route 53 In Use | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > Route53 > Route 53 In Use LOW Source CloudSploit ID route-53-in-use management console Route 53 In Use Ensure that AWS Route 53 Domain Name System (DNS) service is used within your AWS account. AWS Route 53 simplifies DNS management, ensuring reliable and efficient routing for end users to your website through globally-dispersed DNS servers, enhancing accessibility and performance. It facilitates domain registration, DNS routing, and health checking, allowing seamless management of your web infrastructure. Recommended Actions Register your domain with AWS Route 53 for seamless DNS management. Links https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/Welcome.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-ROUTE53-ROUTE53-DANGLING-DNS-RECORDS,Route53 Dangling DNS Records,,,Ensures that AWS Route53 DNS records are not pointing to invalid/deleted EIPs.,route53,cloudformation,,,https://avd.aquasec.com/misconfig/aws/route53/route53-dangling-dns-records/,Route53 Dangling DNS Records | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/routing-to-aws-resources.html,"Route53 Dangling DNS Records | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > Route53 > Route53 Dangling DNS Records HIGH Source CloudSploit ID route53-dangling-dns-records management console Route53 Dangling DNS Records Ensures that AWS Route53 DNS records are not pointing to invalid/deleted EIPs. AWS Route53 DNS records should not point to invalid/deleted EIPs to prevent malicious activities. Recommended Actions Delete invalid/dangling AWS Route53 DNS records Links https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/routing-to-aws-resources.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-ROUTE53-SENDER-POLICY-FRAMEWORK-IN-USE,Sender Policy Framework In Use,,,Ensure that Sender Policy Framework (SPF) is used to stop spammers from spoofing your AWS Route 53 domain.,route53,cloudformation,,,https://avd.aquasec.com/misconfig/aws/route53/sender-policy-framework-in-use/,Sender Policy Framework In Use | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/rrsets-working-with.html,"Sender Policy Framework In Use | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > Route53 > Sender Policy Framework In Use MEDIUM Source CloudSploit ID sender-policy-framework-in-use management console Sender Policy Framework In Use Ensure that Sender Policy Framework (SPF) is used to stop spammers from spoofing your AWS Route 53 domain. The Sender Policy Framework enables AWS Route 53 registered domain to publicly state the mail servers that are authorized to send emails on its behalf. Recommended Actions Updated the domain records to have SPF. Links https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/rrsets-working-with.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-ROUTE53-SENDER-PRIVACY-FRAMEWORK-RECORD-PRESENT,Sender Privacy Framework Record Present,,,Ensure that Route 53 hosted zones have a DNS record containing Sender Policy Framework (SPF) value set for each MX record available.,route53,cloudformation,,,https://avd.aquasec.com/misconfig/aws/route53/sender-privacy-framework-record-present/,Sender Privacy Framework Record Present | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/resource-record-sets-creating.html,"Sender Privacy Framework Record Present | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > Route53 > Sender Privacy Framework Record Present MEDIUM Source CloudSploit ID sender-privacy-framework-record-present management console Sender Privacy Framework Record Present Ensure that Route 53 hosted zones have a DNS record containing Sender Policy Framework (SPF) value set for each MX record available. The SPF record enables Route 53 registered domains to publicly state the mail servers that are authorized to send emails on its behalf. Recommended Actions Add SPF records to the DNS records. Links https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/resource-record-sets-creating.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-CLOUDTRAIL-BUCKET-DELETE-POLICY,CloudTrail Bucket Delete Policy,,,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/cloudtrail-bucket-delete-policy/,CloudTrail Bucket Delete Policy | Vulnerability Database | Aqua Security,,,,,,,http://docs.aws.amazon.com/AmazonS3/latest/dev/Versioning.html#MultiFactorAuthenticationDelete,"CloudTrail Bucket Delete Policy | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > CloudTrail Bucket Delete Policy MEDIUM Source CloudSploit ID cloudtrail-bucket-delete-policy management console CloudTrail Bucket Delete Policy Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token To provide additional security, CloudTrail logging buckets should require an MFA token to delete objects Recommended Actions Enable MFA delete on the CloudTrail bucket Links http://docs.aws.amazon.com/AmazonS3/latest/dev/Versioning.html#MultiFactorAuthenticationDelete Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-ALL-USERS-POLICY,S3 Bucket All Users Policy,,,"Ensures S3 bucket policies do not allow global write, delete, or read permissions",s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-all-users-policy/,S3 Bucket All Users Policy | Vulnerability Database | Aqua Security,,,,,,,"Log into the AWS Management Console.
Select the “Services” option and search for S3.
Scroll down the left navigation panel and choose “Buckets”.
Select the “Bucket” that needs to be verified and click on its identifier(name) from the “Bucket name” column.
Click on the “Permissions” tab on the top menu.
Check the “Bucket Policy” option under “Properties” abd check the “Effect” and “Principal” value.If the “Effect” element value is set to “Allow” and the “Principal” element value is set to everyone ( * ) then the selected S3 bucket is publicly accessible.
Repeat steps number 2 - 6 to verify other S3 buckets in the region.
Select the publicly accessible S3 bucket that needs to configure and click on the “Permissions” tab and click on the “Bucket Policy” option.
In the “Bucket Policy” option either remove the public accessibility by deleting the policy for the selected S3 bucket. Click on the “Delete” option at the top and click on “Delete” button on the “Delete Bucket Policy” tab.
In order to limit the public accessibility replace the Principal element current value with the Amazon Resource Name (ARN) ( e.g. { “AWS”: “arn:aws:iam::102604298007:role/aws-elasticbeanstalk-ec2-role” } ) of the AWS account that should have access to the selected S3 bucket.
Click on the save button at the top to make the necessary changes.
Repeat steps number 8 - 11 to remove wildcard principals for other S3 buckets.
https://docs.aws.amazon.com/AmazonS3/latest/dev/using-iam-policies.html","S3 Bucket All Users Policy | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket All Users Policy CRITICAL Source CloudSploit ID s3-bucket-all-users-policy management console S3 Bucket All Users Policy Ensures S3 bucket policies do not allow global write, delete, or read permissions S3 buckets can be configured to allow the global principal to access the bucket via the bucket policy. This policy should be restricted only to known users or accounts. Recommended Actions Follow the appropriate remediation steps below to resolve the issue. Management Console Log into the AWS Management Console. Select the “Services” option and search for S3. Scroll down the left navigation panel and choose “Buckets”. Select the “Bucket” that needs to be verified and click on its identifier(name) from the “Bucket name” column. Click on the “Permissions” tab on the top menu. Check the “Bucket Policy” option under “Properties” abd check the “Effect” and “Principal” value.If the “Effect” element value is set to “Allow” and the “Principal” element value is set to everyone ( * ) then the selected S3 bucket is publicly accessible. Repeat steps number 2 - 6 to verify other S3 buckets in the region. Select the publicly accessible S3 bucket that needs to configure and click on the “Permissions” tab and click on the “Bucket Policy” option. In the “Bucket Policy” option either remove the public accessibility by deleting the policy for the selected S3 bucket. Click on the “Delete” option at the top and click on “Delete” button on the “Delete Bucket Policy” tab. In order to limit the public accessibility replace the Principal element current value with the Amazon Resource Name (ARN) ( e.g. { “AWS”: “arn:aws:iam::102604298007:role/aws-elasticbeanstalk-ec2-role” } ) of the AWS account that should have access to the selected S3 bucket. Click on the save button at the top to make the necessary changes. Repeat steps number 8 - 11 to remove wildcard principals for other S3 buckets. Links https://docs.aws.amazon.com/AmazonS3/latest/dev/using-iam-policies.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-ENCRYPTION-ENFORCEMENT,S3 Bucket Encryption Enforcement,,,All statements in all S3 bucket policies must have a condition that requires encryption at a certain level,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-encryption-enforcement/,S3 Bucket Encryption Enforcement | Vulnerability Database | Aqua Security,,,,,,,https://aws.amazon.com/blogs/security/how-to-prevent-uploads-of-unencrypted-objects-to-amazon-s3/,"S3 Bucket Encryption Enforcement | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Encryption Enforcement HIGH Source CloudSploit ID s3-bucket-encryption-enforcement management console S3 Bucket Encryption Enforcement All statements in all S3 bucket policies must have a condition that requires encryption at a certain level S3 buckets support numerous types of encryption, including AES-256, KMS using a default key, KMS with a CMK, or via HSM-based key. Recommended Actions Configure a bucket policy to enforce encryption. Links https://aws.amazon.com/blogs/security/how-to-prevent-uploads-of-unencrypted-objects-to-amazon-s3/ Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-ENCRYPTION-IN-TRANSIT,S3 Bucket Encryption In Transit,,,Ensures S3 buckets have bucket policy statements that deny insecure transport,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-encryption-in-transit/,S3 Bucket Encryption In Transit | Vulnerability Database | Aqua Security,,,,,,,https://aws.amazon.com/premiumsupport/knowledge-center/s3-bucket-policy-for-config-rule/,"S3 Bucket Encryption In Transit | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Encryption In Transit HIGH Source CloudSploit ID s3-bucket-encryption-in-transit management console S3 Bucket Encryption In Transit Ensures S3 buckets have bucket policy statements that deny insecure transport S3 bucket policies can be configured to deny access to the bucket over HTTP. Recommended Actions Add statements to the bucket policy that deny all S3 actions when SecureTransport is false. Resources must be list of bucket ARN and bucket ARN with wildcard. Links https://aws.amazon.com/premiumsupport/knowledge-center/s3-bucket-policy-for-config-rule/ Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-ENFORCE-OBJECT-ENCRYPTION,S3 Bucket Enforce Object Encryption,,,Ensures S3 bucket policies do not allow uploads of unencrypted objects,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-enforce-object-encryption/,S3 Bucket Enforce Object Encryption | Vulnerability Database | Aqua Security,,,,,,,https://aws.amazon.com/blogs/security/how-to-prevent-uploads-of-unencrypted-objects-to-amazon-s3/,"S3 Bucket Enforce Object Encryption | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Enforce Object Encryption HIGH Source CloudSploit ID s3-bucket-enforce-object-encryption management console S3 Bucket Enforce Object Encryption Ensures S3 bucket policies do not allow uploads of unencrypted objects S3 bucket policies can be configured to block uploads of objects that are not encrypted. Recommended Actions Set the S3 bucket policy to deny uploads of unencrypted objects. Links https://aws.amazon.com/blogs/security/how-to-prevent-uploads-of-unencrypted-objects-to-amazon-s3/ Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-HAS-TAGS,S3 Bucket Has Tags,,,Ensure that AWS S3 Bucket have tags associated.,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-has-tags/,S3 Bucket Has Tags | Vulnerability Database | Aqua Security,,,,,,,"Log into the AWS Management Console.
Select the “Services” option and search for S3.
Scroll down the left navigation panel and choose “Buckets”.
Select the “Bucket” for which you want to add “Tags”.
Click on the “Properties” tab on the top menu.
On Properties tab scroll down and in “Tags” section Click on “Edit” button.
On “Edit bucket tagging” page Click on “Add a tag” button and enter tag’s key, value and Click “Save Changes”.
Repeat step number 4 - 7 to ensure tags on remaining S3 Buckets.
https://docs.aws.amazon.com/AmazonS3/latest/userguide/CostAllocTagging.html","S3 Bucket Has Tags | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Has Tags LOW Source CloudSploit ID s3-bucket-has-tags management console S3 Bucket Has Tags Ensure that AWS S3 Bucket have tags associated. Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage. Recommended Actions Follow the appropriate remediation steps below to resolve the issue. Management Console Log into the AWS Management Console. Select the “Services” option and search for S3. Scroll down the left navigation panel and choose “Buckets”. Select the “Bucket” for which you want to add “Tags”. Click on the “Properties” tab on the top menu. On Properties tab scroll down and in “Tags” section Click on “Edit” button. On “Edit bucket tagging” page Click on “Add a tag” button and enter tag’s key, value and Click “Save Changes”. Repeat step number 4 - 7 to ensure tags on remaining S3 Buckets. Links https://docs.aws.amazon.com/AmazonS3/latest/userguide/CostAllocTagging.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-LIFECYCLE-CONFIGURATION,S3 Bucket Lifecycle Configuration,,,Ensures that S3 buckets have lifecycle configuration enabled to automatically transition S3 bucket objects.,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-lifecycle-configuration/,S3 Bucket Lifecycle Configuration | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AmazonS3/latest/dev/how-to-set-lifecycle-configuration-intro.html,"S3 Bucket Lifecycle Configuration | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Lifecycle Configuration LOW Source CloudSploit ID s3-bucket-lifecycle-configuration management console S3 Bucket Lifecycle Configuration Ensures that S3 buckets have lifecycle configuration enabled to automatically transition S3 bucket objects. S3 bucket should have lifecycle configuration enabled to automatically downgrade the storage class for your objects. Recommended Actions Update S3 bucket and create lifecycle rule configuration Links https://docs.aws.amazon.com/AmazonS3/latest/dev/how-to-set-lifecycle-configuration-intro.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-MFA-DELETE-STATUS,S3 Bucket MFA Delete Status,,,Ensures MFA delete is enabled on S3 buckets.,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-mfa-delete-status/,S3 Bucket MFA Delete Status | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html,"S3 Bucket MFA Delete Status | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket MFA Delete Status LOW Source CloudSploit ID s3-bucket-mfa-delete-status management console S3 Bucket MFA Delete Status Ensures MFA delete is enabled on S3 buckets. Adding MFA delete adds another layer of security while changing the version state Recommended Actions Enable MFA Delete on S3 buckets. Links https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-POLICY-CLOUDFRONT-OAC,S3 Bucket Policy CloudFront OAC,,,Ensures S3 bucket is origin to only one distribution and allows only that distribution.,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-policy-cloudfront-oac/,S3 Bucket Policy CloudFront OAC | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/private-content-restricting-access-to-s3.html,"S3 Bucket Policy CloudFront OAC | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Policy CloudFront OAC MEDIUM Source CloudSploit ID s3-bucket-policy-cloudfront-oac management console S3 Bucket Policy CloudFront OAC Ensures S3 bucket is origin to only one distribution and allows only that distribution. Access to CloudFront origins should only happen via ClouFront URL and not from S3 URL or any source in order to restrict access to private data. Recommended Actions Review the access policy for S3 bucket which is an origin to a CloudFront distribution. Make sure the S3 bucket is origin to only one distribution. Links https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/private-content-restricting-access-to-s3.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-POLICY-CLOUDFRONT-OAI,S3 Bucket Policy CloudFront OAI,,,Ensures S3 bucket is origin to only one distribution and allows only that distribution.,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-policy-cloudfront-oai/,S3 Bucket Policy CloudFront OAI | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/private-content-restricting-access-to-s3.html,"S3 Bucket Policy CloudFront OAI | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Policy CloudFront OAI MEDIUM Source CloudSploit ID s3-bucket-policy-cloudfront-oai management console S3 Bucket Policy CloudFront OAI Ensures S3 bucket is origin to only one distribution and allows only that distribution. Access to CloudFront origins should only happen via ClouFront URL and not from S3 URL or any source in order to restrict access to private data. Recommended Actions Review the access policy for S3 bucket which is an origin to a CloudFront distribution. Make sure the S3 bucket is origin to only one distribution. Links https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/private-content-restricting-access-to-s3.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-PUBLIC-ACCESS-BLOCK,S3 Bucket Public Access Block,,,Ensures S3 public access block is enabled on all buckets or for AWS account,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-public-access-block/,S3 Bucket Public Access Block | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AmazonS3/latest/dev/access-control-block-public-access.html,"S3 Bucket Public Access Block | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Public Access Block MEDIUM Source CloudSploit ID s3-bucket-public-access-block management console S3 Bucket Public Access Block Ensures S3 public access block is enabled on all buckets or for AWS account Blocking S3 public access at the account level or bucket-level ensures objects are not accidentally exposed. Recommended Actions Enable the S3 public access block on all S3 buckets or for AWS account. Links https://docs.aws.amazon.com/AmazonS3/latest/dev/access-control-block-public-access.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-BUCKET-WEBSITE-ENABLED,S3 Bucket Website Enabled,,,Ensures S3 buckets are not configured with static website hosting,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-bucket-website-enabled/,S3 Bucket Website Enabled | Vulnerability Database | Aqua Security,,,,,,,https://aws.amazon.com/premiumsupport/knowledge-center/cloudfront-https-requests-s3/,"S3 Bucket Website Enabled | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Bucket Website Enabled HIGH Source CloudSploit ID s3-bucket-website-enabled management console S3 Bucket Website Enabled Ensures S3 buckets are not configured with static website hosting S3 buckets should not be configured with static website hosting with public objects. Instead, a CloudFront distribution should be configured with an origin access identity. Recommended Actions Disable S3 bucket static website hosting in favor or CloudFront distributions. Links https://aws.amazon.com/premiumsupport/knowledge-center/cloudfront-https-requests-s3/ Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-DNS-COMPLIANT-BUCKET-NAMES,S3 DNS Compliant Bucket Names,,,Ensures that S3 buckets have DNS complaint bucket names.,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-dns-compliant-bucket-names/,S3 DNS Compliant Bucket Names | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AmazonS3/latest/dev/transfer-acceleration.html,"S3 DNS Compliant Bucket Names | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 DNS Compliant Bucket Names LOW Source CloudSploit ID s3-dns-compliant-bucket-names management console S3 DNS Compliant Bucket Names Ensures that S3 buckets have DNS complaint bucket names. S3 bucket names must be DNS-compliant and not contain period “.” to enable S3 Transfer Acceleration and to use buckets over SSL. Recommended Actions Recreate S3 bucket to use “-” instead of “.” in S3 bucket names. Links https://docs.aws.amazon.com/AmazonS3/latest/dev/transfer-acceleration.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-S3-S3-OBJECT-READ-LOGGING,S3 Object Read Logging,,,Ensure that Object-level logging for read events is enabled for S3 bucket.,s3,cloudformation,,,https://avd.aquasec.com/misconfig/aws/s3/s3-object-read-logging/,S3 Object Read Logging | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-cloudtrail-logging-for-s3.html#enable-cloudtrail-events,"S3 Object Read Logging | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > S3 > S3 Object Read Logging LOW Source CloudSploit ID s3-object-read-logging management console S3 Object Read Logging Ensure that Object-level logging for read events is enabled for S3 bucket. Enabling Object-level S3 event logging significantly enhances security, especially for sensitive data. Recommended Actions Enable object level logging for read events for each S3 bucket. Links https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-cloudtrail-logging-for-s3.html#enable-cloudtrail-events Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
