row_number,prompt,ground_truth_path,final_template_path,success,failure_reason,error_message,failed_at_stage,total_iterations,highest_feedback_level,coverage_percentage,accuracy_percentage,checkov_pass_user_intent,checkov_validation_details,checkov_pass_security,checkov_pass_security_percentage,checkov_security_details
62,"We need a CloudFormation template that creates a Amazon Aurora MySQL cluster with two database instances and customized database parameter groups. It must include two publicly accessible `db.t3.large` instances for redundancy, with parameter groups enforcing database-specific settings like `time_zone` and `sql_mode`. ",groud_truth\template\rds_2db_instance.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_62_update_7_template_20250422_055242.yaml,TRUE,,,,7,moderate,100,64.70588235,,,FALSE,46.15,"{'total_checks': 13, 'passed_checks': 6, 'failed_checks': 7, 'pass_percentage': 46.15, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.DBSecurityGroup'}, {'id': 'CKV_AWS_149', 'name': 'Ensure that Secrets Manager secret is encrypted using KMS CMK', 'resource': 'AWS::SecretsManager::Secret.DBSecret'}, {'id': 'CKV_AWS_162', 'name': 'Ensure RDS cluster has IAM authentication enabled', 'resource': 'AWS::RDS::DBCluster.DBCluster'}, {'id': 'CKV_AWS_118', 'name': 'Ensure that enhanced monitoring is enabled for Amazon RDS instances', 'resource': 'AWS::RDS::DBInstance.DBInstance1'}, {'id': 'CKV_AWS_17', 'name': 'Ensure all data stored in RDS is not publicly accessible', 'resource': 'AWS::RDS::DBInstance.DBInstance1'}, {'id': 'CKV_AWS_118', 'name': 'Ensure that enhanced monitoring is enabled for Amazon RDS instances', 'resource': 'AWS::RDS::DBInstance.DBInstance2'}, {'id': 'CKV_AWS_17', 'name': 'Ensure all data stored in RDS is not publicly accessible', 'resource': 'AWS::RDS::DBInstance.DBInstance2'}]}"
63,We need a CloudFormation template that creates an Amazon Aurora MySQL cluster with CloudWatch Logs integration. The template should deploy a multi-AZ Aurora cluster with two publicly accessible instances (`db.t3.large`) across two subnets. It must enable error log exports to CloudWatch for monitoring and troubleshooting.,groud_truth\template\rds_psql_export.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_63_update_13_template_20250422_061159.yaml,TRUE,,,,13,moderate,100,55.55555556,,,FALSE,46.67,"{'total_checks': 15, 'passed_checks': 7, 'failed_checks': 8, 'pass_percentage': 46.67, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.DBSecurityGroup'}, {'id': 'CKV_AWS_158', 'name': 'Ensure that CloudWatch Log Group is encrypted by KMS', 'resource': 'AWS::Logs::LogGroup.LogGroup'}, {'id': 'CKV_AWS_149', 'name': 'Ensure that Secrets Manager secret is encrypted using KMS CMK', 'resource': 'AWS::SecretsManager::Secret.DBSecret'}, {'id': 'CKV_AWS_162', 'name': 'Ensure RDS cluster has IAM authentication enabled', 'resource': 'AWS::RDS::DBCluster.DBCluster'}, {'id': 'CKV_AWS_118', 'name': 'Ensure that enhanced monitoring is enabled for Amazon RDS instances', 'resource': 'AWS::RDS::DBInstance.DBInstance1'}, {'id': 'CKV_AWS_17', 'name': 'Ensure all data stored in RDS is not publicly accessible', 'resource': 'AWS::RDS::DBInstance.DBInstance1'}, {'id': 'CKV_AWS_118', 'name': 'Ensure that enhanced monitoring is enabled for Amazon RDS instances', 'resource': 'AWS::RDS::DBInstance.DBInstance2'}, {'id': 'CKV_AWS_17', 'name': 'Ensure all data stored in RDS is not publicly accessible', 'resource': 'AWS::RDS::DBInstance.DBInstance2'}]}"
64,"We need a CloudFormation template that creates a web application environment with a public-facing EC2 instance in a VPC. The template should deploy a VPC with public and private subnets, an internet gateway, and route tables to enable public internet access for the web server. It must provision an EC2 instance in the public subnet with Apache HTTP Server, PHP, and a sample inventory application pre-installed via user data scripts. ",groud_truth\template\arch6-lab3.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_64_update_6_template_20250422_063323.yaml,TRUE,,,,6,moderate,71.42857143,100,,,FALSE,50,"{'total_checks': 6, 'passed_checks': 3, 'failed_checks': 3, 'pass_percentage': 50.0, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}]}"
65,We need a CloudFormation template that creates a AWS Lambda function with a Node.js 20.x runtime that print hello world.,groud_truth\template\lambda_template.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_65_update_1_template_20250401_141927.yaml,TRUE,,,,1,,100,100,,,FALSE,76.92,"{'total_checks': 13, 'passed_checks': 10, 'failed_checks': 3, 'pass_percentage': 76.92, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.HelloWorldFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.HelloWorldFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.HelloWorldFunction'}]}"
66,"We need a CloudFormation template that creates a VPC with a single public subnet, internet gateway, and associated routing infrastructure, designed to enable internet accessibility for resources while providing foundational networking for demonstrations like CloudWatch EC2 auto-alarms.",groud_truth\template\create_vpc_example.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_66_update_1_template_20250422_064130.yaml,TRUE,,,,1,,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
67,We need a CloudFormation template that creates an Amazon S3 bucket that can be made accessible to an entire AWS Organization or Organization Unit. It must also allow flexibility for single-account use (when no Organization ID is given) or enterprise-wide access.,groud_truth\template\cloudwatch-config-s3-bucket.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_67_update_8_template_20250422_064412.yaml,TRUE,,,,8,moderate,100,100,,,FALSE,88.89,"{'total_checks': 9, 'passed_checks': 8, 'failed_checks': 1, 'pass_percentage': 88.89, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}]}"
68,We need a CloudFormation template that creates an IAM role with AWS managed policy and instance profile for EC2 instances with permissions to integrate with Amazon CloudWatch and AWS Systems Manager (SSM) ,groud_truth\template\ssm-cloudwatch-instance-role.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_68_update_1_template_20250403_062651.yaml,TRUE,,,,1,,100,100,,,TRUE,100,"{'total_checks': 7, 'passed_checks': 7, 'failed_checks': 0, 'pass_percentage': 100.0, 'failed_check_details': []}"
69,"We need a CloudFormation template that creates a VPC, Security Group, S3 Bucket, and DynamoDB Table with deletion protection enabled.",groud_truth\template\s3_dynamodb.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_69_update_6_template_20250403_063102.yaml,TRUE,,,,6,moderate,80,100,,,FALSE,73.33,"{'total_checks': 15, 'passed_checks': 11, 'failed_checks': 4, 'pass_percentage': 73.33, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}, {'id': 'CKV_AWS_28', 'name': 'Ensure DynamoDB point in time recovery (backup) is enabled', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}, {'id': 'CKV_AWS_119', 'name': 'Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}]}"
70,"We need a CloudFormation template that creates a multi-AZ VPC with two public and two private subnets, route tables, and routes to the Internet.",groud_truth\template\base-network.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_70_update_6_template_20250403_063513.yaml,TRUE,,,,6,moderate,60.86956522,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
71,"We need a CloudFormation template that creates an EC2 instance with a security group allowing HTTP access, and an S3 bucket.",groud_truth\template\resource-dependencies-challenge.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_71_update_2_template_20250403_063625.yaml,TRUE,,,,2,simple,100,100,,,FALSE,66.67,"{'total_checks': 15, 'passed_checks': 10, 'failed_checks': 5, 'pass_percentage': 66.67, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.ApplicationBucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.ApplicationBucket'}]}"
72,"We need a CloudFormation template that deploys a secure, web-based VS Code development environment on an EC2 instance (Ubuntu 22.04) with code-server (configurable version) bound to port 8080, disabling authentication for simplified access. It restricts inbound traffic to CloudFront¡¯s regional IP ranges via a VPC, public subnet, and security group rules, while leveraging CloudFront for global HTTPS access, caching (custom policy with 1-year TTL), and request forwarding. The EC2 instance integrates with SSM for management, uses predefined IAM roles, and outputs critical details like CloudFront URL and instance metadata. Designed for demo use, it prioritizes ease of deployment with trade-offs like open HTTP origin and disabled TLS enforcement, requiring additional hardening for production.",groud_truth\template\code-server-stack.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_72_update_11_template_20250403_090050.yaml,TRUE,,,,11,advanced,70,58.33333333,,,FALSE,77.78,"{'total_checks': 18, 'passed_checks': 14, 'failed_checks': 4, 'pass_percentage': 77.78, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_86', 'name': 'Ensure CloudFront Distribution has Access Logging enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_174', 'name': 'Verify CloudFront Distribution Viewer Certificate is using TLS v1.2', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_68', 'name': 'CloudFront Distribution should have WAF enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}]}"
73,We need a CloudFormation template that creates an Amazon ECS cluster configured to leverage both Fargate and Fargate Spot capacity providers.,groud_truth\template\easy-ecs-cluster.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_73_update_2_template_20250403_065840.yaml,TRUE,,,,2,simple,100,100,,,FALSE,0,"{'total_checks': 1, 'passed_checks': 0, 'failed_checks': 1, 'pass_percentage': 0.0, 'failed_check_details': [{'id': 'CKV_AWS_65', 'name': 'Ensure container insights are enabled on ECS cluster', 'resource': 'AWS::ECS::Cluster.ECSCluster'}]}"
74,"We need a CloudFormation template that creates an ECS Fargate task definition and associated IAM roles to deploy a containerized application using AWS infrastructure. The template should define a task role with permissions for SSM session management (to enable executing commands into the container) and a task execution role with standard ECR image-pulling and logging capabilities. The task definition must configure a container using a public NGINX image (for simplicity in the demo), expose port 80, and integrate with AWS CloudWatch Logs for centralized logging with a 7-day retention policy. ",groud_truth\template\task-def-book.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_74_update_1_template_20250403_065906.yaml,TRUE,,,,1,,100,80,,,FALSE,92,"{'total_checks': 25, 'passed_checks': 23, 'failed_checks': 2, 'pass_percentage': 92.0, 'failed_check_details': [{'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Policy.TaskRolePolicy'}, {'id': 'CKV_AWS_158', 'name': 'Ensure that CloudWatch Log Group is encrypted by KMS', 'resource': 'AWS::Logs::LogGroup.LogGroup'}]}"
75,"We need a CloudFormation template that creates a Windows EC2 instance and associated AWS resources to enable CPU stress testing. The template should provision a Windows Server 2019 instance with SSM agent integration (using IAM roles and instance profiles) to allow remote command execution. It must include a custom SSM document containing a PowerShell script to simulate CPU stress by spawning threads equal to the instance¡¯s logical processors for a configurable duration. The stack should parameterize key configurations like AMI selection (via SSM), instance type (t3.nano to t3.large), and subnet usage (with a fallback to default VPC logic). Additionally, an IAM role for FIS must grant permissions to trigger SSM commands, manage logs in CloudWatch, and interact with EC2 instances. ",groud_truth\template\CPUStressInstances.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_75_update_10_template_20250403_070510.yaml,TRUE,,,,10,moderate,100,38.46153846,,,FALSE,90.91,"{'total_checks': 22, 'passed_checks': 20, 'failed_checks': 2, 'pass_percentage': 90.91, 'failed_check_details': [{'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.FISRole'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}]}"
76,"We need a CloudFormation template that creates four IAM roles with tiered permissions to manage access controls. The template should define distinct roles for Security Admins, Admins, Users, and Non-Users, each with granular policies:

Security Admins get full FIS access, role-passing privileges for workshop-specific service roles, and permission to create service-linked roles.

Admins inherit similar permissions but explicitly deny access to FIS resources tagged as ""prod"" environments.

Users are restricted to starting/stopping experiments, viewing FIS resources, and tagging experiments while blocking production access.

Non-Users retain read-only AWS access but are explicitly denied all FIS actions.

All roles should include foundational permissions like AWS ReadOnlyAccess and conditional role-passing to FIS. ",groud_truth\template\setup-users.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_76_update_1_template_20250403_121129.yaml,TRUE,,,,1,,100,50,,,FALSE,93.33,"{'total_checks': 60, 'passed_checks': 56, 'failed_checks': 4, 'pass_percentage': 93.33, 'failed_check_details': [{'id': 'CKV_AWS_109', 'name': 'Ensure IAM policies does not allow permissions management without constraints', 'resource': 'AWS::IAM::Policy.SecurityAdminPolicy'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Policy.SecurityAdminPolicy'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Policy.AdminPolicy'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Policy.UserPolicy'}]}"
77,"We need a CloudFormation template that creates environment-specific DynamoDB tables to store supporter product data, with configurations tailored for production (PROD) and non-production (CODE) environments. The template should:

For PROD:
Deploy a table with provisioned throughput (20 read/5 write capacity units) and auto-scaling for write capacity (min 5, max 500) using a target-tracking policy.
Include encryption (SSE), time-to-live (TTL) for expiryDate, and backup tagging.

For CODE:
Use on-demand billing (PAY_PER_REQUEST) to minimize costs while retaining encryption, TTL, and backup settings.
Dynamically name tables (e.g., SupporterProductData-${Stage}) and conditionally provision resources based on the Stage parameter (PROD/CODE).",groud_truth\template\dynamo-tables.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_77_update_5_template_20250403_121400.yaml,TRUE,,,,5,moderate,80,100,,,FALSE,0,"{'total_checks': 2, 'passed_checks': 0, 'failed_checks': 2, 'pass_percentage': 0.0, 'failed_check_details': [{'id': 'CKV_AWS_28', 'name': 'Ensure DynamoDB point in time recovery (backup) is enabled', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}, {'id': 'CKV_AWS_119', 'name': 'Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}]}"
78,"We need a CloudFormation template that creates an AWS EC2 IP Address Manager (IPAM) to manage IP address allocation. Note to export critical identifiers like the IPAM ARN, ID, and default public/private scope IDs as stack outputs for cross-stack references (e.g., linking to VPCs or subnet configurations in other templates).",groud_truth\template\ipam.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_78_update_4_template_20250403_121505.yaml,TRUE,,,,4,moderate,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
79,"We need a CloudFormation template that creates three IAM managed policies including:
1. S3 Access Policy: Grants an iOS application read/write access to a specific S3 bucket (ios-apps.sagebridge.org), including object operations (upload, download, delete) and bucket listing/location permissions.
2. DynamoDB Protection Policy: Explicitly denies deletion or schema-modification actions (e.g., DeleteTable, UpdateTable) to prevent accidental data loss in DynamoDB.
3. RDS Protection Policy: Blocks destructive RDS operations (e.g., DeleteDBInstance, DeleteDBCluster) to safeguard databases and backups.",groud_truth\template\iam-policies.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_79_update_1_template_20250403_121523.yaml,TRUE,,,,1,,100,100,,,TRUE,100,"{'total_checks': 15, 'passed_checks': 15, 'failed_checks': 0, 'pass_percentage': 100.0, 'failed_check_details': []}"
80,"We need a CloudFormation template that creates an IAM role that assumable only by the Bedrock service within the same AWS account, scoped to Bedrock agent resources (agent/*) and grant permissions to invoke any Bedrock foundation model and trigger Lambda functions for custom logic integration.",groud_truth\template\bedrock-agent-role.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_80_update_1_template_20250403_130839.yaml,TRUE,,,,1,,100,100,,,FALSE,88.89,"{'total_checks': 9, 'passed_checks': 8, 'failed_checks': 1, 'pass_percentage': 88.89, 'failed_check_details': [{'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.BedrockServiceRole'}]}"
81,"We need a CloudFormation template that creates an AWS Resource Group using tag-based filters to include instances from services like EC2, RDS, SageMaker, SSM, and others.",groud_truth\template\patch-resource-group.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_81_update_7_template_20250403_131051.yaml,TRUE,,,,7,moderate,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
82,"We need a CloudFormation template that creates an encrypted S3 bucket (ALBAccessLogsBucket) with private access, enforced bucket ownership, and a 90-day retention policy to automatically delete old logs and a bucket policy allowing AWS ELB accounts and delivery.logs.amazonaws.com to write logs, ensuring compliance with AWS requirements for ALB logging while restricting public access.",groud_truth\template\alb-notebook-access-logsbucket.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_82_update_4_template_20250403_131154.yaml,TRUE,,,,4,moderate,100,100,,,FALSE,77.78,"{'total_checks': 9, 'passed_checks': 7, 'failed_checks': 2, 'pass_percentage': 77.78, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.ALBAccessLogsBucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.ALBAccessLogsBucket'}]}"
83,"We need a CloudFormation template that creates an AWS Transit Gateway (TGW) and a Resource Access Manager (RAM) resource share to centralize and simplify network connectivity across multiple VPCs and AWS accounts. The template should:

Deploy a Transit Gateway with predefined BGP settings (ASN 65000), automatic attachment acceptance, and default route propagation/association for seamless cross-VPC routing.

Share the Transit Gateway to AWS account with if of (644519422710) to enable cross-account network connectivity without manual resource duplication.

Export the Transit Gateway ID and Resource Share ID with stack-specific names for integration with VPC attachments or other networking components.",groud_truth\template\tgw.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_83_update_8_template_20250403_135725.yaml,TRUE,,,,8,moderate,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
84,We need a CloudFormation template that creates an AWS Macie session to enable automated sensitive data discovery and security monitoring across AWS accounts.,groud_truth\template\macie.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_84_update_2_template_20250403_135854.yaml,TRUE,,,,2,simple,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
85,We need a CloudFormation template that creates a secure and cost-optimized S3 bucket for storing CloudWatch export data with configurable versioning and automated lifecycle management. ,groud_truth\template\CloudWatch2S3-bucket.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_85_update_4_template_20250403_135956.yaml,TRUE,,,,4,moderate,100,33.33333333,,,FALSE,81.82,"{'total_checks': 11, 'passed_checks': 9, 'failed_checks': 2, 'pass_percentage': 81.82, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.CloudWatchExportBucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.CloudWatchExportBucket'}]}"
86,We need a CloudFormation template that creates an AWS GuardDuty detector to enable continuous security monitoring for malicious activity in EC2 instances. ,groud_truth\template\guardduty.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_86_update_3_template_20250403_140709.yaml,TRUE,,,,3,simple,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
87,"We need a CloudFormation template that creates an S3 bucket for Lambda artifacts and a KMS key for encryption. The template should:

Provision a publicly accessible S3 bucket and enabling easy distribution of Lambda deployment packages or static assets. 

Define a customer-managed KMS key with automatic rotation and granular IAM policies to allow administration/usage by the root account and an imported service role.

Create a KMS key alias for simplified key referencing.",groud_truth\template\essentials.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_87_update_9_template_20250405_065428.yaml,TRUE,,,,9,moderate,100,100,,,FALSE,54.55,"{'total_checks': 11, 'passed_checks': 6, 'failed_checks': 5, 'pass_percentage': 54.55, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.ArtifactsBucket'}, {'id': 'CKV_AWS_53', 'name': 'Ensure S3 bucket has block public ACLs enabled', 'resource': 'AWS::S3::Bucket.ArtifactsBucket'}, {'id': 'CKV_AWS_54', 'name': 'Ensure S3 bucket has block public policy enabled', 'resource': 'AWS::S3::Bucket.ArtifactsBucket'}, {'id': 'CKV_AWS_55', 'name': 'Ensure S3 bucket has ignore public ACLs enabled', 'resource': 'AWS::S3::Bucket.ArtifactsBucket'}, {'id': 'CKV_AWS_56', 'name': 'Ensure S3 bucket has RestrictPublicBuckets enabled', 'resource': 'AWS::S3::Bucket.ArtifactsBucket'}]}"
88,"We need a CloudFormation template that creates an IAM role for AWS Service Catalog to enable secure provisioning and management of S3 and Lambda resources. The template should:

Define a role assumable by Service Catalog, with pre-attached managed policies for full S3 access and basic Lambda execution.

Grant granular permissions for Service Catalog operations (e.g., provisioning products), IAM role/policy management, Lambda function lifecycle actions, CloudFormation stack operations, and SNS integration to support end-to-end resource deployment workflows.",groud_truth\template\sc-s3-launchrole.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_88_update_2_template_20250405_065617.yaml,TRUE,,,,2,simple,100,50,,,FALSE,91.67,"{'total_checks': 12, 'passed_checks': 11, 'failed_checks': 1, 'pass_percentage': 91.67, 'failed_check_details': [{'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::ManagedPolicy.ServiceCatalogCustomPolicy'}]}"
89,We need a CloudFormation template that creates an AWS Security Hub resource that enables default standards and turns on consolidated control findings.,groud_truth\template\security-hub.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_89_update_3_template_20250405_065731.yaml,TRUE,,,,3,simple,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
90,"We need a CloudFormation template that creates AWS resources for EC2 Image Builder to automate the creation, management, and logging of secure AMIs (Amazon Machine Images). The template should:

Define an IAM role and instance profile with permissions for Systems Manager (SSM) and Image Builder operations, enabling EC2 instances to be managed and tagged during image creation.

Provision an S3 bucket with public access controls disabled for storing image build logs, tagged with an owner email (u12345678@anu.edu.au) for accountability.

Attach a managed IAM policy granting read/write access to the logs bucket and basic S3 listing permissions, ensuring Image Builder can store and retrieve log data securely.",groud_truth\template\ec2-image-builder.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_90_update_4_template_20250405_065827.yaml,TRUE,,,,4,moderate,75,100,,,FALSE,94.44,"{'total_checks': 18, 'passed_checks': 17, 'failed_checks': 1, 'pass_percentage': 94.44, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.ImageBuilderLogsBucket'}]}"
91,"We need a CloudFormation template that creates a S3 bucket for storing VPC flow logs with automated lifecycle management and strict access controls. The template should:

Provision an S3 bucket with AES256 encryption, optional custom naming, and versioning (enabled/suspended via parameter) to securely store network traffic logs.

Define parameter-driven lifecycle rules to transition logs to cost-effective storage classes (e.g., Glacier) after a specified number of days (default: 30) and delete them after a configurable retention period (default: 365,000 days), balancing compliance and cost optimization.

Attach a bucket policy allowing only the delivery.logs.amazonaws.com service to write logs with bucket-owner-full-control ACLs, ensuring secure log ingestion for VPC flow monitoring.",groud_truth\template\bucket_for_vpc.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_91_update_1_template_20250405_070129.yaml,TRUE,,,,1,,100,100,,,FALSE,77.78,"{'total_checks': 9, 'passed_checks': 7, 'failed_checks': 2, 'pass_percentage': 77.78, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.FlowLogsBucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.FlowLogsBucket'}]}"
