row_index,row_number,matched,difficulty_level,total_required_resources,total_generated_resources,correct_resources,missing_resources,extra_resources,coverage_pct,accuracy_pct,intent_coverage_pct,intent_correct,intent_needed,template_empty,parse_error,gt_missing,ground_truth_path,correct_resource_types,missing_resource_types,extra_resource_types,generated_resource_types,prompt
61,61,True,2,2,2,2,0,0,100.0,100.0,100.0,2,2,False,False,False,Data\groud_truth\template\route53-hosted-zone-private.yaml,AWS::Route53::HostedZone;AWS::EC2::VPC,,,AWS::EC2::VPC;AWS::Route53::HostedZone,"We need a CloudFormation template that creates a private Amazon Route 53 Hosted Zone?for internal DNS management within a VPC.?Note the domain is: ""www.example.com""."
62,62,True,4,11,16,10,1,6,90.91,62.5,83.33,10,12,False,False,False,Data\groud_truth\template\rds_2db_instance.yaml,AWS::RDS::DBCluster;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::VPC;AWS::RDS::DBSubnetGroup;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::RDS::DBClusterParameterGroup;AWS::RDS::DBInstance;AWS::RDS::DBInstance,AWS::RDS::DBParameterGroup,AWS::EC2::Route;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroupIngress;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::RDS::DBSubnetGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroupIngress;AWS::RDS::DBClusterParameterGroup;AWS::RDS::DBCluster;AWS::RDS::DBInstance;AWS::RDS::DBInstance,"We need a CloudFormation template that creates a Amazon Aurora MySQL cluster with two database instances and customized database parameter groups. It must include two publicly accessible `db.t3.large` instances for redundancy, with parameter groups enforcing database-specific settings like `time_zone` and `sql_mode`. "
63,63,True,4,10,14,9,1,5,90.0,64.29,,0,0,False,False,False,Data\groud_truth\template\rds_psql_export.yaml,AWS::RDS::DBCluster;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::VPC;AWS::RDS::DBSubnetGroup;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::RDS::DBInstance;AWS::RDS::DBInstance,AWS::RDS::DBClusterParameterGroup,AWS::EC2::Route;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::RDS::DBSubnetGroup;AWS::EC2::SecurityGroup;AWS::RDS::DBCluster;AWS::RDS::DBInstance;AWS::RDS::DBInstance,We need a CloudFormation template that creates an Amazon Aurora MySQL cluster with CloudWatch Logs integration. The template should deploy a multi-AZ Aurora cluster with two publicly accessible instances (`db.t3.large`) across two subnets. It must enable error log exports to CloudWatch for monitoring and troubleshooting.
64,64,True,5,14,13,12,2,1,85.71,92.31,85.71,12,14,False,False,False,Data\groud_truth\template\arch6-lab3.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::Instance;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,AWS::IAM::Role;AWS::IAM::InstanceProfile,AWS::SecretsManager::Secret,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::EC2::Instance;AWS::SecretsManager::Secret,"We need a CloudFormation template that creates a web application environment with a public-facing EC2 instance in a VPC. The template should deploy a VPC with public and private subnets, an internet gateway, and route tables to enable public internet access for the web server. It must provision an EC2 instance in the public subnet with Apache HTTP Server, PHP, and a sample inventory application pre-installed via user data scripts. "
65,65,True,2,2,2,2,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\lambda_template.yaml,AWS::Lambda::Function;AWS::IAM::Role,,,AWS::IAM::Role;AWS::Lambda::Function,We need a CloudFormation template that creates a AWS Lambda function with a Node.js 20.x runtime that print hello world.
66,66,True,3,7,7,7,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\create_vpc_example.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation,,,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation,"We need a CloudFormation template that creates a VPC with a single public subnet, internet gateway, and associated routing infrastructure, designed to enable internet accessibility for resources while providing foundational networking for demonstrations like CloudWatch EC2 auto-alarms."
67,67,True,2,2,2,2,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\cloudwatch-config-s3-bucket.yaml,AWS::S3::Bucket;AWS::S3::BucketPolicy,,,AWS::S3::Bucket;AWS::S3::BucketPolicy,We need a CloudFormation template that creates an Amazon S3 bucket that can be made accessible to an entire AWS Organization or Organization Unit. It must also allow flexibility for single-account use (when no Organization ID is given) or enterprise-wide access.
68,68,True,2,2,2,2,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\ssm-cloudwatch-instance-role.yaml,AWS::IAM::InstanceProfile;AWS::IAM::Role,,,AWS::IAM::Role;AWS::IAM::InstanceProfile,We need a CloudFormation template that creates an IAM role with AWS managed policy and instance profile for EC2 instances with permissions to integrate with Amazon CloudWatch and AWS Systems Manager (SSM) 
69,69,True,3,5,5,5,0,0,100.0,100.0,100.0,4,4,False,False,False,Data\groud_truth\template\s3_dynamodb.yaml,AWS::DynamoDB::Table;AWS::S3::BucketPolicy;AWS::S3::Bucket;AWS::EC2::VPC;AWS::EC2::SecurityGroup,,,AWS::EC2::VPC;AWS::EC2::SecurityGroup;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::DynamoDB::Table,"We need a CloudFormation template that creates a VPC, Security Group, S3 Bucket, and DynamoDB Table with deletion protection enabled."
70,70,True,5,23,14,14,9,0,60.87,100.0,,0,0,False,False,False,Data\groud_truth\template\base-network.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::EIP;AWS::EC2::EIP,,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,"We need a CloudFormation template that creates a multi-AZ VPC with two public and two private subnets, route tables, and routes to the Internet."
71,71,True,2,3,12,3,0,9,100.0,25.0,,0,0,False,False,False,Data\groud_truth\template\resource-dependencies-challenge.yaml,AWS::EC2::Instance;AWS::S3::Bucket;AWS::EC2::SecurityGroup,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::S3::BucketPolicy;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::KeyPair;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::EC2::KeyPair;AWS::EC2::Instance;AWS::S3::Bucket;AWS::S3::BucketPolicy,"We need a CloudFormation template that creates an EC2 instance with a security group allowing HTTP access, and an S3 bucket."
72,72,True,5,10,16,8,2,8,80.0,50.0,,0,0,False,False,False,Data\groud_truth\template\code-server-stack.yaml,AWS::CloudFront::CachePolicy;AWS::IAM::Role;AWS::EC2::Instance;AWS::EC2::VPC;AWS::CloudFront::Distribution;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,AWS::EC2::SecurityGroupEgress;AWS::EC2::SecurityGroupIngress,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;Custom::CloudFrontPrefixList;AWS::Lambda::Function;AWS::EC2::SubnetRouteTableAssociation,AWS::IAM::Role;AWS::Lambda::Function;Custom::CloudFrontPrefixList;AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::Instance;AWS::CloudFront::CachePolicy;AWS::CloudFront::Distribution,"We need a CloudFormation template that creates a secure, web-based VS Code development environment on an EC2 instance (Ubuntu 22.04) with code-server (configurable version) bound to port 8080, disabling authentication for simplified access. It restricts inbound traffic to CloudFrontÂ¡Â¯s regional IP ranges via a VPC, public subnet, and security group rules, while leveraging CloudFront for global HTTPS access, caching (custom policy with 1-year TTL), and request forwarding. The EC2 instance integrates with SSM for management, uses predefined IAM roles, and outputs critical details like CloudFront URL and instance metadata. Designed for demo use, it prioritizes ease of deployment with trade-offs like open HTTP origin and disabled TLS enforcement, requiring additional hardening for production."
73,73,True,1,1,1,1,0,0,100.0,100.0,100.0,1,1,False,False,False,Data\groud_truth\template\easy-ecs-cluster.yaml,AWS::ECS::Cluster,,,AWS::ECS::Cluster,We need a CloudFormation template that creates an Amazon ECS cluster configured to leverage both Fargate and Fargate Spot capacity providers.
74,74,True,3,4,4,4,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\task-def-book.yaml,AWS::ECS::TaskDefinition;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::IAM::Role,,,AWS::IAM::Role;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::ECS::TaskDefinition,"We need a CloudFormation template that creates an ECS Fargate task definition and associated IAM roles to deploy a containerized application using AWS infrastructure. The template should define a task role with permissions for SSM session management (to enable executing commands into the container) and a task execution role with standard ECR image-pulling and logging capabilities. The task definition must configure a container using a public NGINX image (for simplicity in the demo), expose port 80, and integrate with AWS CloudWatch Logs for centralized logging with a 7-day retention policy. "
75,75,True,5,5,16,5,0,11,100.0,31.25,,0,0,False,False,False,Data\groud_truth\template\CPUStressInstances.yaml,AWS::IAM::Role;AWS::IAM::Role;AWS::EC2::Instance;AWS::IAM::InstanceProfile;AWS::SSM::Document,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::IAM::Policy;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::Logs::LogGroup;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::SSM::Document;AWS::EC2::Instance;AWS::IAM::Role;AWS::IAM::Policy;AWS::Logs::LogGroup,"We need a CloudFormation template that creates a Windows EC2 instance and associated AWS resources to enable CPU stress testing. The template should provision a Windows Server 2019 instance with SSM agent integration (using IAM roles and instance profiles) to allow remote command execution. It must include a custom SSM document containing a PowerShell script to simulate CPU stress by spawning threads equal to the instanceÂ¡Â¯s logical processors for a configurable duration. The stack should parameterize key configurations like AMI selection (via SSM), instance type (t3.nano to t3.large), and subnet usage (with a fallback to default VPC logic). Additionally, an IAM role for FIS must grant permissions to trigger SSM commands, manage logs in CloudWatch, and interact with EC2 instances. "
76,76,True,4,4,4,4,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\setup-users.yaml,AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role,,,AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role,"We need a CloudFormation template that creates four IAM roles with tiered permissions to manage access controls. The template should define distinct roles for Security Admins, Admins, Users, and Non-Users, each with granular policies:

Security Admins get full FIS access, role-passing privileges for workshop-specific service roles, and permission to create service-linked roles.

Admins inherit similar permissions but explicitly deny access to FIS resources tagged as ""prod"" environments.

Users are restricted to starting/stopping experiments, viewing FIS resources, and tagging experiments while blocking production access.

Non-Users retain read-only AWS access but are explicitly denied all FIS actions.

All roles should include foundational permissions like AWS ReadOnlyAccess and conditional role-passing to FIS. "
77,77,True,3,5,3,3,2,0,60.0,100.0,,0,0,False,False,False,Data\groud_truth\template\dynamo-tables.yaml,AWS::DynamoDB::Table;AWS::ApplicationAutoScaling::ScalableTarget;AWS::ApplicationAutoScaling::ScalingPolicy,AWS::DynamoDB::Table;AWS::IAM::Role,,AWS::DynamoDB::Table;AWS::ApplicationAutoScaling::ScalableTarget;AWS::ApplicationAutoScaling::ScalingPolicy,"We need a CloudFormation template that creates environment-specific DynamoDB tables to store supporter product data, with configurations tailored for production (PROD) and non-production (CODE) environments. The template should:

For PROD:
Deploy a table with provisioned throughput (20 read/5 write capacity units) and auto-scaling for write capacity (min 5, max 500) using a target-tracking policy.
Include encryption (SSE), time-to-live (TTL) for expiryDate, and backup tagging.

For CODE:
Use on-demand billing (PAY_PER_REQUEST) to minimize costs while retaining encryption, TTL, and backup settings.
Dynamically name tables (e.g., SupporterProductData-${Stage}) and conditionally provision resources based on the Stage parameter (PROD/CODE)."
78,78,True,1,1,1,1,0,0,100.0,100.0,100.0,1,1,False,False,False,Data\groud_truth\template\ipam.yaml,AWS::EC2::IPAM,,,AWS::EC2::IPAM,"We need a CloudFormation template that creates an AWS EC2 IP Address Manager (IPAM) to manage IP address allocation. Note to export critical identifiers like the IPAM ARN, ID, and default public/private scope IDs as stack outputs for cross-stack references (e.g., linking to VPCs or subnet configurations in other templates)."
79,79,True,2,3,3,3,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\iam-policies.yaml,AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy,,,AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy,"We need a CloudFormation template that creates three IAM managed policies including:
1. S3 Access Policy: Grants an iOS application read/write access to a specific S3 bucket (ios-apps.sagebridge.org), including object operations (upload, download, delete) and bucket listing/location permissions.
2. DynamoDB Protection Policy: Explicitly denies deletion or schema-modification actions (e.g., DeleteTable, UpdateTable) to prevent accidental data loss in DynamoDB.
3. RDS Protection Policy: Blocks destructive RDS operations (e.g., DeleteDBInstance, DeleteDBCluster) to safeguard databases and backups."
80,80,True,1,1,1,1,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\bedrock-agent-role.yaml,AWS::IAM::Role,,,AWS::IAM::Role,"We need a CloudFormation template that creates an IAM role that assumable only by the Bedrock service within the same AWS account, scoped to Bedrock agent resources (agent/*) and grant permissions to invoke any Bedrock foundation model and trigger Lambda functions for custom logic integration."
81,81,True,1,1,1,1,0,0,100.0,100.0,100.0,1,1,False,False,False,Data\groud_truth\template\patch-resource-group.yaml,AWS::ResourceGroups::Group,,,AWS::ResourceGroups::Group,"We need a CloudFormation template that creates an AWS Resource Group using tag-based filters to include instances from services like EC2, RDS, SageMaker, SSM, and others."
82,82,True,2,2,2,2,0,0,100.0,100.0,100.0,2,2,False,False,False,Data\groud_truth\template\alb-notebook-access-logsbucket.yaml,AWS::S3::Bucket;AWS::S3::BucketPolicy,,,AWS::S3::Bucket;AWS::S3::BucketPolicy,"We need a CloudFormation template that creates an encrypted S3 bucket (ALBAccessLogsBucket) with private access, enforced bucket ownership, and a 90-day retention policy to automatically delete old logs and a bucket policy allowing AWS ELB accounts and delivery.logs.amazonaws.com to write logs, ensuring compliance with AWS requirements for ALB logging while restricting public access."
83,83,True,2,2,2,2,0,0,100.0,100.0,100.0,2,2,False,False,False,Data\groud_truth\template\tgw.yaml,AWS::EC2::TransitGateway;AWS::RAM::ResourceShare,,,AWS::EC2::TransitGateway;AWS::RAM::ResourceShare,"We need a CloudFormation template that creates an AWS Transit Gateway (TGW) and a Resource Access Manager (RAM) resource share to centralize and simplify network connectivity across multiple VPCs and AWS accounts. The template should:

Deploy a Transit Gateway with predefined BGP settings (ASN 65000), automatic attachment acceptance, and default route propagation/association for seamless cross-VPC routing.

Share the Transit Gateway to AWS account with if of (644519422710) to enable cross-account network connectivity without manual resource duplication.

Export the Transit Gateway ID and Resource Share ID with stack-specific names for integration with VPC attachments or other networking components."
84,84,True,1,1,1,1,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\macie.yaml,AWS::Macie::Session,,,AWS::Macie::Session,We need a CloudFormation template that creates an AWS Macie session to enable automated sensitive data discovery and security monitoring across AWS accounts.
85,85,True,2,1,2,1,0,1,100.0,50.0,,0,0,False,False,False,Data\groud_truth\template\CloudWatch2S3-bucket.yaml,AWS::S3::Bucket,,AWS::S3::BucketPolicy,AWS::S3::Bucket;AWS::S3::BucketPolicy,We need a CloudFormation template that creates a secure and cost-optimized S3 bucket for storing CloudWatch export data with configurable versioning and automated lifecycle management. 
86,86,True,1,1,1,1,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\guardduty.yaml,AWS::GuardDuty::Detector,,,AWS::GuardDuty::Detector,We need a CloudFormation template that creates an AWS GuardDuty detector to enable continuous security monitoring for malicious activity in EC2 instances. 
87,87,True,3,4,5,4,0,1,100.0,80.0,100.0,4,4,False,False,False,Data\groud_truth\template\essentials.yaml,AWS::KMS::Key;AWS::KMS::Alias;AWS::S3::BucketPolicy;AWS::S3::Bucket,,AWS::IAM::Role,AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::KMS::Key;AWS::KMS::Alias,"We need a CloudFormation template that creates an S3 bucket for Lambda artifacts and a KMS key for encryption. The template should:

Provision a publicly accessible S3 bucket and enabling easy distribution of Lambda deployment packages or static assets. 

Define a customer-managed KMS key with automatic rotation and granular IAM policies to allow administration/usage by the root account and an imported service role.

Create a KMS key alias for simplified key referencing."
88,88,True,2,1,1,1,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\sc-s3-launchrole.yaml,AWS::IAM::Role,,,AWS::IAM::Role,"We need a CloudFormation template that creates an IAM role for AWS Service Catalog to enable secure provisioning and management of S3 and Lambda resources. The template should:

Define a role assumable by Service Catalog, with pre-attached managed policies for full S3 access and basic Lambda execution.

Grant granular permissions for Service Catalog operations (e.g., provisioning products), IAM role/policy management, Lambda function lifecycle actions, CloudFormation stack operations, and SNS integration to support end-to-end resource deployment workflows."
89,89,True,1,1,1,1,0,0,100.0,100.0,100.0,1,1,False,False,False,Data\groud_truth\template\security-hub.yaml,AWS::SecurityHub::Hub,,,AWS::SecurityHub::Hub,We need a CloudFormation template that creates an AWS Security Hub resource that enables default standards and turns on consolidated control findings.
90,90,True,3,4,4,3,1,1,75.0,75.0,,0,0,False,False,False,Data\groud_truth\template\ec2-image-builder.yaml,AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::S3::Bucket,AWS::IAM::ManagedPolicy,AWS::IAM::Policy,AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::S3::Bucket;AWS::IAM::Policy,"We need a CloudFormation template that creates AWS resources for EC2 Image Builder to automate the creation, management, and logging of secure AMIs (Amazon Machine Images). The template should:

Define an IAM role and instance profile with permissions for Systems Manager (SSM) and Image Builder operations, enabling EC2 instances to be managed and tagged during image creation.

Provision an S3 bucket with public access controls disabled for storing image build logs, tagged with an owner email (u12345678@anu.edu.au) for accountability.

Attach a managed IAM policy granting read/write access to the logs bucket and basic S3 listing permissions, ensuring Image Builder can store and retrieve log data securely."
91,91,True,3,2,2,2,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\bucket_for_vpc.yaml,AWS::S3::Bucket;AWS::S3::BucketPolicy,,,AWS::S3::Bucket;AWS::S3::BucketPolicy,"We need a CloudFormation template that creates a S3 bucket for storing VPC flow logs with automated lifecycle management and strict access controls. The template should:

Provision an S3 bucket with AES256 encryption, optional custom naming, and versioning (enabled/suspended via parameter) to securely store network traffic logs.

Define parameter-driven lifecycle rules to transition logs to cost-effective storage classes (e.g., Glacier) after a specified number of days (default: 30) and delete them after a configurable retention period (default: 365,000 days), balancing compliance and cost optimization.

Attach a bucket policy allowing only the delivery.logs.amazonaws.com service to write logs with bucket-owner-full-control ACLs, ensuring secure log ingestion for VPC flow monitoring."
92,92,True,3,5,14,5,0,9,100.0,35.71,,0,0,False,False,False,Data\groud_truth\template\BashScriptAssociation.yaml,AWS::IAM::Role;AWS::EC2::Instance;AWS::S3::Bucket;AWS::IAM::InstanceProfile;AWS::SSM::Association,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::S3::BucketPolicy;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::EC2::Instance;AWS::SSM::Association,"We need a CloudFormation template that creates a self-configuring EC2 instance with automated Nginx installation and centralized logging using AWS Systems Manager (SSM). The template should:

Provision an EC2 instance (Linux 2) with the latest Amazon Linux AMI, an IAM role for SSM access, and permissions to read/write logs to a dedicated S3 bucket.

Automate Nginx installation via an SSM Association that executes a shell script (AWS-RunShellScript) during instance launch, ensuring the web server starts immediately.

Configure SSM logging to store command outputs in an S3 bucket with structured paths (logs/) for auditability."
93,93,True,3,5,18,5,0,13,100.0,27.78,100.0,5,5,False,False,False,Data\groud_truth\template\BashScriptAssociationTags.yaml,AWS::IAM::Role;AWS::EC2::Instance;AWS::S3::Bucket;AWS::IAM::InstanceProfile;AWS::SSM::Association,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::CloudWatch::Dashboard;AWS::S3::BucketPolicy;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::EC2::Instance;AWS::SSM::Association;AWS::CloudWatch::Dashboard,"We need a CloudFormation template that creates an auto-configuring EC2 instance with tag-driven Nginx installation and enhanced monitoring using AWS Systems Manager (SSM). The template should:

Provision an EC2 instance (Linux 2) with the latest Amazon Linux AMI, an IAM role for SSM access, and permissions to read/write logs to a dedicated S3 bucket.

Automate Nginx installation via an SSM Association that triggers on the instance tag, executing a shell script to install and start the web server, ensuring consistent configuration across tagged instances.

Configure centralized logging to an S3 bucket and integrate CloudWatch monitoring for performance insights, enabling observability of the instance and application."
94,94,True,4,7,16,5,2,11,71.43,31.25,71.43,5,7,False,False,False,Data\groud_truth\template\BashScriptSSMAutomation.yaml,AWS::IAM::Role;AWS::EC2::Instance;AWS::S3::Bucket;AWS::IAM::InstanceProfile;AWS::SSM::Document,AWS::IAM::Role;AWS::SSM::Association,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::S3::BucketPolicy;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::Instance;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::SSM::Document,"We need a CloudFormation template that creates an EC2 instance with automated OS updates, Nginx installation, and validation workflows using AWS Systems Manager (SSM) Automation. The template should:

Deploy an EC2 instance (Linux 2) with the latest Amazon Linux AMI and an IAM role granting SSM permissions for command execution, S3 log storage access, and CloudWatch monitoring.

Define a custom SSM Automation document to orchestrate a multi-step process: OS updates with reboot checks, Nginx installation, and curl-based validation of the web server, ensuring end-to-end configuration integrity.

Configure centralized logging to an S3 bucket for auditability and leverage IAM roles to enforce least-privilege access for SSM operations (e.g., associations, command execution)."
